,from_roman,to_roman
80,vi7,IV
81,IV,I
82,I,I
83,I,vi7
84,vi7,IV
85,IV,I
0,i7,III
1,III,i7
2,i7,III
3,III,i7
4,i7,IV
5,IV,i7
6,i7,IV
7,IV,III
8,III,VI
9,VI,VII6
10,VII6,iv64
11,iv64,III
12,III,VII6
13,VII6,VI
14,VI,iv
15,iv,III
16,III,VI
17,VI,VII6
18,VII6,iv64
19,iv64,III
20,III,VII6
21,VII6,VI
22,VI,iv
23,iv,III
24,III,i7
25,i7,III
26,III,i7
27,i7,III
28,III,i7
29,i7,IV
30,IV,i7
31,i7,IV
32,IV,III
33,III,VI
34,VI,VII6
35,VII6,iv64
36,iv64,III
37,III,VII6
38,VII6,VI
39,VI,iv
40,iv,III
41,III,i7
42,i7,III
43,III,i7
44,i7,III
45,III,i7
46,i7,IV
47,IV,i7
48,i7,IV
49,IV,III
0,i,VIM7
1,VIM7,III
2,III,VII
3,VII,i
4,i,VIM7
5,VIM7,III
6,III,VII
7,VII,i
8,i,VIM7
9,VIM7,III
10,III,VII
11,VII,i
12,i,VIM7
13,VIM7,III
14,III,VII
15,VII,i
16,i,VIM7
17,VIM7,III
18,III,i
19,i,VI
20,VI,III
21,III,i
22,i,VIM7
23,VIM7,III
24,III,i
25,i,VI
26,VI,III
27,III,i
28,i,VIM7
29,VIM7,III
30,III,i
31,i,VI
32,VI,III
33,III,i
34,i,VIM7
35,VIM7,III
36,III,VII
37,VII,i
38,i,VI
39,VI,III
40,III,i
41,i,VIM7
42,VIM7,III
43,III,VII
44,VII,i
45,i,VIM7
46,VIM7,III
47,III,VII
48,VII,i
49,i,VIM7
50,VIM7,III
51,III,VII
52,VII,i
53,i,VIM7
54,VIM7,III
55,III,VII
56,VII,i
57,i,VIM7
58,VIM7,III
59,III,i
60,i,VIM7
61,VIM7,III
62,III,i
63,i,VIM7
64,VIM7,III
65,III,i
66,i,VIM7
67,VIM7,III
68,III,i
69,i,VIM7
70,VIM7,III
71,III,i
72,i,VIM7
73,VIM7,III
74,III,i
75,i,VIM7
76,VIM7,III
77,III,VII
78,VII,i
79,i,VIM7
80,VIM7,III
81,III,VII
82,VII,i
83,i,VIM7
84,VIM7,III
85,III,VII
86,VII,i
87,i,VIM7
88,VIM7,III
89,III,VII
90,VII,i
91,i,VIM7
92,VIM7,III
93,III,VII
94,VII,i
95,i,VIM7
96,VIM7,III
97,III,VII
98,VII,i
99,i,VIM7
100,VIM7,III
101,III,VII
102,VII,i
103,i,VIM7
104,VIM7,III
105,III,VII
106,VII,i
107,i,VIM7
108,VIM7,III
109,III,VII
110,VII,i
111,i,VIM7
112,VIM7,III
113,III,i
114,i,i
115,i,i
116,i,i
117,i,i
118,i,i
119,i,VIM7
120,VIM7,III
121,III,i
122,i,VIM7
123,VIM7,III
124,III,VII
125,VII,i
126,i,VIM7
127,VIM7,III
128,III,VII
129,VII,i
130,i,VIM7
131,VIM7,III
132,III,VII
133,VII,i
134,i,VIM7
135,VIM7,III
136,III,VII
137,VII,i
138,i,VIM7
139,VIM7,III
140,III,VII
141,VII,i
142,i,VIM7
143,VIM7,III
144,III,VII
145,VII,i
146,i,VIM7
147,VIM7,III
148,III,VII
149,VII,i
150,i,VIM7
151,VIM7,III
152,III,VII
153,VII,i
154,i,VIM7
155,VIM7,III
156,III,VII
157,VII,i
158,i,VIM7
159,VIM7,III
160,III,VII
161,VII,i
162,i,VI
163,VI,III
164,III,i
165,i,VIM7
166,VIM7,III
167,III,VII
168,VII,i
169,i,VI
170,VI,III
0,I,IV
1,IV,V
2,V,I
3,I,IV
4,IV,I
5,I,I
6,I,IV
7,IV,I
8,I,I
9,I,IV
10,IV,V
11,V,I
12,I,IV
13,IV,I
14,I,I
15,I,IV
16,IV,V
17,V,IV
18,IV,V
19,V,I
20,I,vi
21,vi,IV
22,IV,V
23,V,I
24,I,IV
25,IV,V
26,V,I
27,I,IV
28,IV,V
29,V,I
30,I,I
31,I,IV
32,IV,I
33,I,I
34,I,IV
35,IV,I
36,I,I
37,I,IV
38,IV,I
39,I,IV
40,IV,V
41,V,I
42,I,IV
43,IV,I
44,I,IV
45,IV,V
46,V,IV
47,IV,V
48,V,I
49,I,vi
50,vi,IV
51,IV,V
52,V,I
53,I,IV
54,IV,V
55,V,I
56,I,IV
57,IV,V
58,V,I
59,I,I
60,I,IV
61,IV,V
62,V,I
63,I,IV
64,IV,I
65,I,I
66,I,IV
67,IV,I
68,I,IV
69,IV,V
70,V,I
71,I,IV
72,IV,I
73,I,IV
74,IV,V
75,V,IV
76,IV,V
77,V,I
78,I,vi
79,vi,IV
80,IV,V
81,V,vi
82,vi,IV
83,IV,V
84,V,I
85,I,vi
86,vi,IV
87,IV,V
88,V,I
89,I,IV
90,IV,V
91,V,I
92,I,IV
93,IV,V
94,V,I
0,i,VII6
1,VII6,VI64
2,VI64,i
3,i,i
4,i,VII6
5,VII6,V7
6,V7,i
7,i,i
8,i,VII6
9,VII6,VI64
10,VI64,i
11,i,i
12,i,VI64
13,VI64,V7
14,V7,i
15,i,VII6
16,VII6,VI64
17,VI64,i
18,i,i
19,i,VII6
20,VII6,V7
21,V7,i
22,i,i
23,i,VII6
24,VII6,VI64
25,VI64,i
26,i,VI64
27,VI64,VII6
28,VII6,V7
29,V7,VI64
30,VI64,VII6
31,VII6,i
32,i,VI64
33,VI64,VII6
34,VII6,V7
35,V7,i
36,i,VII6
37,VII6,VI64
38,VI64,VII6
39,VII6,i
40,i,VI64
41,VI64,V7
42,V7,i
43,i,VII6
44,VII6,VI64
45,VI64,i
46,i,i
47,i,VII6
48,VII6,V7
49,V7,i
50,i,i
51,i,VII6
52,VII6,VI64
53,VI64,i
54,i,VI64
55,VI64,VII6
56,VII6,V7
57,V7,VI64
58,VI64,VII6
59,VII6,i
60,i,VI64
61,VI64,VII6
62,VII6,V7
63,V7,i
64,i,VII6
65,VII6,VI64
66,VI64,VII6
67,VII6,i
68,i,VI64
69,VI64,V7
70,V7,i
71,i,VII6
72,VII6,VI64
73,VI64,i
74,i,i
75,i,VII6
76,VII6,V7
77,V7,i
78,i,i
79,i,VII6
80,VII6,VI64
81,VI64,i
82,i,VI64
83,VI64,VII6
84,VII6,V7
85,V7,VI64
86,VI64,VII6
87,VII6,i
88,i,VI64
89,VI64,VII6
90,VII6,V7
91,V7,i
92,i,VII6
93,VII6,VI64
94,VI64,VII6
95,VII6,i
96,i,VI64
97,VI64,V7
0,I,V
1,V,I
2,I,IV
3,IV,I
4,I,V
5,V,I
6,I,IV
7,IV,I
8,I,V
9,V,I
10,I,IV
11,IV,I
12,I,V
13,V,I
14,I,IV
15,IV,I
16,I,V
17,V,I
18,I,IV
19,IV,vi
20,vi,IV
21,IV,V
22,V,vi
23,vi,IV
24,IV,V
25,V,I
26,I,IV
27,IV,V
28,V,vi
29,vi,iii
30,iii,I
31,I,IV
32,IV,V
33,V,vi
34,vi,iii
35,iii,I
36,I,IV
37,IV,V
38,V,vi
39,vi,iii
40,iii,I
41,I,IV
42,IV,V
43,V,vi
44,vi,iii
45,iii,IV
46,IV,V
47,V,I
48,I,V
49,V,I
50,I,IV
51,IV,I
52,I,V
53,V,I
54,I,IV
55,IV,I
56,I,V
57,V,I
58,I,IV
59,IV,I
60,I,V
61,V,I
62,I,IV
63,IV,I
64,I,V
65,V,I
66,I,IV
67,IV,vi
68,vi,IV
69,IV,V
70,V,vi
71,vi,IV
72,IV,V
73,V,I
74,I,IV
75,IV,V
76,V,vi
77,vi,iii
78,iii,I
79,I,IV
80,IV,V
81,V,vi
82,vi,iii
83,iii,I
84,I,IV
85,IV,V
86,V,vi
87,vi,iii
88,iii,I
89,I,IV
90,IV,V
91,V,vi
92,vi,iii
93,iii,IV
94,IV,V
95,V,I
96,I,IV
97,IV,I
98,I,IV
99,IV,I
100,I,IV
101,IV,vi
102,vi,iii
103,iii,IV
104,IV,V
105,V,I
106,I,IV
107,IV,I
108,I,IV
109,IV,I
110,I,IV
111,IV,vi
112,vi,iii
113,iii,IV
114,IV,V
115,V,I
116,I,V
117,V,I
118,I,IV
119,IV,I
120,I,V
121,V,I
122,I,IV
123,IV,I
124,I,V
125,V,I
126,I,IV
127,IV,I
128,I,V
129,V,I
130,I,IV
131,IV,vi
132,vi,IV
133,IV,V
134,V,vi
135,vi,IV
136,IV,V
137,V,I
138,I,IV
139,IV,V
140,V,vi
141,vi,iii
142,iii,I
143,I,IV
144,IV,V
145,V,vi
146,vi,iii
147,iii,I
148,I,IV
149,IV,V
150,V,vi
151,vi,iii
152,iii,I
153,I,IV
154,IV,V
155,V,vi
156,vi,iii
157,iii,IV
158,IV,V
159,V,I
160,I,IV
161,IV,I
162,I,IV
163,IV,I
164,I,IV
165,IV,vi
166,vi,iii
167,iii,IV
168,IV,V
169,V,I
170,I,IV
171,IV,I
172,I,IV
173,IV,I
174,I,IV
175,IV,vi
176,vi,iii
177,iii,IV
178,IV,V
179,V,I
180,I,V
181,V,I
182,I,V
183,V,IV
184,IV,I
0,V,I
1,I,V
2,V,I
3,I,vi7
4,vi7,II7
5,II7,v6
6,v6,♭IIIM7
7,♭IIIM7,II7
8,II7,V
9,V,I
10,I,V
11,V,I
12,I,vi
13,vi,II7
14,II7,v6
15,v6,♭IIIM7
16,♭IIIM7,II7
17,II7,vi
18,vi,II7
19,II7,v6
20,v6,♭IIIM7
21,♭IIIM7,II7
22,II7,V
23,V,I
24,I,V
25,V,I
26,I,V
27,V,I
28,I,V
29,V,I
30,I,V
31,V,I
0,I,V
1,V,vi
2,vi,IV
3,IV,I
4,I,ii
5,ii,I
6,I,V
7,V,vi
8,vi,IV
9,IV,I
10,I,ii
11,ii,iii
12,iii,IV
13,IV,V
14,V,I
15,I,V
16,V,ii
17,ii,IV
18,IV,V
19,V,I
20,I,V
21,V,ii
22,ii,IV
23,IV,V
24,V,I
25,I,V
26,V,IV
27,IV,I
28,I,V
29,V,vi
30,vi,IV
31,IV,I
32,I,ii
33,ii,I
34,I,V
35,V,vi
36,vi,IV
37,IV,I
38,I,V
39,V,I
40,I,V
41,V,ii
42,ii,IV
43,IV,V
44,V,I
45,I,V
46,V,ii
47,ii,IV
48,IV,V
49,V,I
50,I,♭VII
51,♭VII,IV
52,IV,♭VI
53,♭VI,♭III
54,♭III,♭VII
55,♭VII,IV
56,IV,i
57,i,V
58,V,I
59,I,V
60,V,ii
61,ii,IV
62,IV,V
63,V,I
0,♯i64,♯iv7
1,♯iv7,IM7
2,IM7,I7
3,I7,IV
4,IV,♭III
5,♭III,V
6,V,I
7,I,IM7
8,IM7,I7
9,I7,IV
10,IV,II7
11,II7,V
12,V,vi
13,vi,viM7
14,viM7,vi7
15,vi7,II9
16,II9,IV
17,IV,♭III
18,♭III,V
19,V,I
20,I,IM7
21,IM7,I7
22,I7,IV
23,IV,IV
24,IV,II7
25,II7,V
26,V,vi
27,vi,viM7
28,viM7,vi7
29,vi7,II9
30,II9,IV
31,IV,♭III
32,♭III,V
33,V,VI
34,VI,♯i64
35,♯i64,♯iv7
36,♯iv7,VI64
37,VI64,II
38,II,V
39,V,VI
40,VI,VI
41,VI,♯i64
42,♯i64,♯iv7
43,♯iv7,VI64
44,VI64,II
45,II,V
46,V,VI
47,VI,I
48,I,IM7
49,IM7,I7
50,I7,IV
51,IV,II7
52,II7,V
53,V,vi
54,vi,viM7
55,viM7,vi7
56,vi7,II9
57,II9,IV
58,IV,♭III
59,♭III,V
60,V,I
0,I,iii
1,iii,I
2,I,iii
3,iii,I
4,I,iii
5,iii,I
6,I,iii
7,iii,vi
8,vi,IV
9,IV,V
10,V,vi
11,vi,V
12,V,I
13,I,iii
14,iii,I
15,I,iii
16,iii,vi
17,vi,IV
18,IV,V
19,V,vi
20,vi,V
21,V,I
22,I,vi
23,vi,I
24,I,vi
25,vi,V
26,V,I
27,I,vi
28,vi,I
29,I,vi
30,vi,I
31,I,I
32,I,iii
33,iii,I
34,I,iii
35,iii,vi
36,vi,IV
37,IV,V
38,V,vi
39,vi,V
40,V,I
41,I,iii
42,iii,I
43,I,iii
44,iii,vi
45,vi,IV
46,IV,V
47,V,vi
48,vi,V
49,V,I
50,I,vi
51,vi,I
52,I,vi
53,vi,V
54,V,I
55,I,vi
56,vi,I
57,I,vi
58,vi,V
59,V,IV
60,IV,V
61,V,I
62,I,vi
63,vi,IV
64,IV,V
65,V,I
66,I,vi
67,vi,IV
68,IV,V
69,V,vi
70,vi,V
71,V,I
72,I,iii
73,iii,I
74,I,iii
75,iii,vi
76,vi,IV
77,IV,V
78,V,vi
79,vi,IV
80,IV,V
81,V,vi
82,vi,IV
83,IV,V
84,V,vi
85,vi,V
86,V,I
87,I,vi
88,vi,I
89,I,vi
90,vi,V
91,V,I
92,I,vi
93,vi,I
94,I,vi
95,vi,I
96,I,vi
97,vi,I
98,I,vi
99,vi,I
100,I,vi
101,vi,I
102,I,vi
103,vi,I
104,I,I
0,I,V6
1,V6,vi7
2,vi7,I64
3,I64,II64
4,II64,♯i°7
5,♯i°7,IV64
6,IV64,ii
7,ii,vi
8,vi,II42
9,II42,♭iii°7
10,♭iii°7,V64
11,V64,II
12,II,V
13,V,♭iiø7
14,♭iiø7,♭VII
15,♭VII,v
16,v,I6
17,I6,ii7
18,ii7,V7
19,V7,♭vi°
20,♭vi°,♯ivø7
21,♯ivø7,I
22,I,V6
23,V6,vi7
24,vi7,I64
25,I64,II64
26,II64,♭III64
27,♭III64,IV64
28,IV64,IV64
29,IV64,ii
30,ii,vi
31,vi,vi7
32,vi7,II
33,II,V64
34,V64,♭iii°7
35,♭iii°7,V64
36,V64,♭iiø7
37,♭iiø7,I
38,I,V6
39,V6,vi7
40,vi7,V
41,V,IV64
42,IV64,ii
43,ii,vi
44,vi,vi7
45,vi7,II
46,II,V64
47,V64,♭iii°7
48,♭iii°7,V64
49,V64,♭iiø7
50,♭iiø7,I
51,I,V6
52,V6,vi7
53,vi7,V
54,V,♭VII
55,♭VII,v
56,v,ii
57,ii,ii7
58,ii7,V7
59,V7,I64
60,I64,♭vi°
61,♭vi°,I64
62,I64,♯ivø7
63,♯ivø7,IV64
64,IV64,I6
65,I6,ii7
66,ii7,IV64
67,IV64,ii
68,ii,vi
69,vi,vi7
70,vi7,II
71,II,V64
72,V64,♭iii°7
73,♭iii°7,V64
74,V64,♭iiø7
75,♭iiø7,I
76,I,V6
77,V6,vi7
78,vi7,V
79,V,I
80,I,V6
81,V6,vi7
82,vi7,V
83,V,I
84,I,V6
85,V6,vi7
86,vi7,V
0,I,I
1,I,IV
2,IV,V
3,V,V
4,V,I
5,I,I
6,I,IV
7,IV,V
8,V,V
9,V,I
10,I,IV
11,IV,V
12,V,I
13,I,IV
14,IV,V
15,V,IV
16,IV,I6
17,I6,ii
18,ii,I6
19,I6,I
20,I,I9
21,I9,IV
22,IV,I6
23,I6,ii
24,ii,I6
25,I6,I
26,I,vi
27,vi,IV
28,IV,V
29,V,I
30,I,I
31,I,I
32,I,IV
33,IV,V
34,V,V
35,V,I
36,I,I
37,I,IV
38,IV,V
39,V,V
40,V,I
41,I,IV
42,IV,V
43,V,I
44,I,IV
45,IV,V
46,V,IV
47,IV,I6
48,I6,ii
49,ii,I6
50,I6,I
51,I,I9
52,I9,IV
53,IV,I6
54,I6,ii
55,ii,I6
56,I6,I
57,I,vi
58,vi,IV
59,IV,V
60,V,I
61,I,I
62,I,I
63,I,IV
64,IV,V
65,V,V
66,V,I
67,I,I
68,I,IV
69,IV,V
70,V,V
71,V,I
72,I,I
73,I,IV
74,IV,V
75,V,I
76,I,I
77,I,IV
78,IV,V
79,V,vi
80,vi,V
81,V,I
82,I,v7
83,v7,♭VII
84,♭VII,♭VII
85,♭VII,♭VII
86,♭VII,♭VII
87,♭VII,♭III
88,♭III,♭III
89,♭III,♭III
90,♭III,♭III
91,♭III,IV
92,IV,IV
93,IV,IV
94,IV,IV
95,IV,♭VI
96,♭VI,♭VI
97,♭VI,♭VI
98,♭VI,♭VI
99,♭VI,♭VII
100,♭VII,♭VII
101,♭VII,♭VII
102,♭VII,♭VII
103,♭VII,♭III
104,♭III,♭III
105,♭III,♭III
106,♭III,♭III
107,♭III,IV
108,IV,IV
109,IV,IV
110,IV,IV
111,IV,♭VI
112,♭VI,♭VI
113,♭VI,♭VI
114,♭VI,♭VI
115,♭VI,I
116,I,IV
117,IV,V
118,V,V
119,V,I
120,I,IV
121,IV,V
122,V,V
123,V,IV
124,IV,I6
125,I6,ii
126,ii,I6
127,I6,I
128,I,I9
129,I9,IV
130,IV,I6
131,I6,ii
132,ii,I6
133,I6,I
134,I,vi
135,vi,IV
136,IV,V
137,V,I
138,I,vi
139,vi,IV
140,IV,V
141,V,I
142,I,vi
143,vi,IV
144,IV,V
145,V,I
146,I,I
147,I,I
148,I,IV
149,IV,V
150,V,V
0,ii,VII
1,VII,IV
2,IV,I
3,I,ii
4,ii,VII
5,VII,IV
6,IV,I
7,I,ii
8,ii,VII
9,VII,IV
10,IV,I
11,I,ii
12,ii,VII
13,VII,IV
14,IV,I
15,I,VII
16,VII,I
17,I,ii
18,ii,IV
19,IV,VII
20,VII,I
21,I,ii
22,ii,VII
23,VII,IV
24,IV,I
25,I,ii
26,ii,VII
27,VII,IV
28,IV,I
29,I,ii
30,ii,VII
31,VII,IV
32,IV,I
33,I,ii
34,ii,VII
35,VII,IV
36,IV,I
37,I,VII
38,VII,I
39,I,ii
40,ii,IV
41,IV,VII
42,VII,I
43,I,ii
44,ii,IV
45,IV,I
46,I,ii
47,ii,VII
48,VII,IV
49,IV,I
50,I,ii
51,ii,VII
52,VII,IV
53,IV,I
54,I,VII
55,VII,I
56,I,ii
57,ii,I6
58,I6,IV
59,IV,♯vi7
60,♯vi7,VII
61,VII,I
62,I,♯VI
63,♯VI,♯VI
64,♯VI,ii
65,ii,VII
66,VII,IV
67,IV,I
68,I,ii
69,ii,VII
70,VII,IV
71,IV,I
72,I,ii
73,ii,VII
74,VII,IV
75,IV,I
76,I,ii
77,ii,VII
78,VII,IV
79,IV,I
80,I,ii
81,ii,VII
82,VII,IV
83,IV,I
0,i,III
1,III,VII
2,VII,IV
3,IV,i
4,i,III
5,III,VII
6,VII,IV
7,IV,i
8,i,III
9,III,VII
10,VII,IV
11,IV,i
12,i,III
13,III,VII
14,VII,IV
15,IV,i
16,i,III
17,III,VII
18,VII,IV
19,IV,i
20,i,III
21,III,VII
22,VII,IV
23,IV,i
24,i,III
25,III,VII
26,VII,IV
27,IV,i
28,i,III
29,III,VII
30,VII,IV
31,IV,i
32,i,III
33,III,VII
34,VII,IV
35,IV,i
36,i,III
37,III,VII
38,VII,IV
39,IV,i
40,i,III
41,III,VII
42,VII,IV
43,IV,i
44,i,III
45,III,VII
46,VII,IV
47,IV,i
48,i,III
49,III,VII
50,VII,IV
51,IV,i
52,i,III
53,III,VII
54,VII,IV
55,IV,i
56,i,III
57,III,VII
58,VII,IV
59,IV,i
60,i,III
61,III,VII
62,VII,IV
63,IV,i
64,i,III
65,III,VII
66,VII,IV
67,IV,i
68,i,III
69,III,VII
70,VII,IV
71,IV,i
72,i,III
73,III,VII
74,VII,IV
75,IV,i
76,i,III
77,III,VII
78,VII,IV
79,IV,i
80,i,III
81,III,VII
82,VII,IV
83,IV,i
84,i,III
85,III,VII
86,VII,IV
87,IV,i
88,i,III
89,III,VII
90,VII,IV
91,IV,i
92,i,III
93,III,VII
94,VII,IV
95,IV,i
96,i,III
97,III,VII
98,VII,IV
99,IV,i
100,i,III
101,III,VII
102,VII,IV
103,IV,i
104,i,III
105,III,VII
106,VII,IV
107,IV,i
108,i,III
109,III,VII
110,VII,IV
111,IV,i
112,i,III
113,III,VII
114,VII,IV
115,IV,i
116,i,III
117,III,VII
118,VII,IV
119,IV,i
120,i,III
121,III,VII
122,VII,IV
123,IV,i
124,i,III
125,III,VII
126,VII,IV
0,I,ii
1,ii,V
2,V,I
3,I,ii
4,ii,V
5,V,I
6,I,ii
7,ii,iii
8,iii,vi
9,vi,V
10,V,IV
11,IV,V
12,V,I
13,I,III
14,III,III
15,III,vi
16,vi,V
17,V,IV
18,IV,iii
19,iii,II7
20,II7,IV
21,IV,V
22,V,vi
23,vi,vi
24,vi,V
25,V,IV
26,IV,V
27,V,vi
28,vi,I
29,I,ii
30,ii,iii
31,iii,vi
32,vi,V
33,V,IV
34,IV,V
35,V,I
36,I,III
37,III,III
38,III,vi
39,vi,V
40,V,IV
41,IV,iii
42,iii,II7
43,II7,IV
44,IV,V
45,V,vi
46,vi,vi
47,vi,V
48,V,IV
49,IV,V
50,V,vi
51,vi,I
52,I,ii
53,ii,IV
54,IV,V
55,V,I
56,I,ii
57,ii,vi
58,vi,III
59,III,vi
60,vi,V
61,V,IV
62,IV,iii
63,iii,II7
64,II7,IV
65,IV,V
66,V,vi
67,vi,vi
68,vi,V
69,V,IV
70,IV,V
71,V,I
72,I,ii
73,ii,iii
74,iii,vi
75,vi,V
76,V,IV
77,IV,V
78,V,I
79,I,ii
80,ii,V
81,V,I
82,I,ii
83,ii,V
84,V,I
0,I,vi
1,vi,ii
2,ii,V
3,V,I
4,I,vi
5,vi,ii
6,ii,V
7,V,I
8,I,vi
9,vi,ii
10,ii,V
11,V,ii
12,ii,V
13,V,ii
14,ii,V
15,V,ii
16,ii,V
17,V,ii
18,ii,IV
19,IV,I
20,I,vi
21,vi,ii
22,ii,V
23,V,I
24,I,vi
25,vi,ii
26,ii,V
27,V,ii
28,ii,V
29,V,ii
30,ii,V
31,V,ii
32,ii,V
33,V,ii
34,ii,IV
35,IV,iii
36,iii,vi
37,vi,ii
38,ii,iii
39,iii,ii
40,ii,I
41,I,vi
42,vi,ii
43,ii,V
44,V,I
45,I,vi
46,vi,ii
47,ii,V
48,V,I
49,I,vi
50,vi,ii
51,ii,V
52,V,I
53,I,vi
54,vi,ii
55,ii,V
56,V,I
57,I,vi
58,vi,ii
59,ii,V
60,V,I
61,I,vi
62,vi,ii
63,ii,V
64,V,I
65,I,vi
66,vi,ii
67,ii,V
68,V,vi
0,iv,VI
1,VI,♭II
2,♭II,VI
3,VI,III6
4,III6,iv
5,iv,VI
6,VI,III
7,III,iv
8,iv,VI
9,VI,I
10,I,iv
11,iv,iv
12,iv,♭II
13,♭II,♭ii
14,♭ii,VI64
15,VI64,VI64
16,VI64,iv64
17,iv64,♭II
18,♭II,VI
19,VI,III
20,III,VI64
21,VI64,iv64
22,iv64,♭II
23,♭II,VI
24,VI,III
25,III,iv
26,iv,VI
27,VI,♭II
28,♭II,VI
29,VI,III6
30,III6,iv
31,iv,VI
32,VI,III
33,III,iv
34,iv,VI
35,VI,I
36,I,iv
37,iv,iv
38,iv,♭II
39,♭II,♭ii
40,♭ii,VI64
41,VI64,VI64
42,VI64,iv64
43,iv64,♭II
44,♭II,VI
45,VI,III
46,III,VI64
47,VI64,iv64
48,iv64,♭II
49,♭II,VI
50,VI,III
51,III,iv
52,iv,VI
53,VI,♭II
54,♭II,VI
55,VI,III6
56,III6,iv
57,iv,VI
58,VI,III
59,III,iv
60,iv,VI
61,VI,I
62,I,iv
63,iv,iv
64,iv,♭II
65,♭II,♭ii
66,♭ii,VI64
67,VI64,VI64
68,VI64,iv64
69,iv64,♭II
70,♭II,VI
71,VI,III
72,III,VI64
73,VI64,iv64
74,iv64,♭II
75,♭II,VI
76,VI,III
77,III,iv
78,iv,♭II
79,♭II,iv
80,iv,VI
81,VI,♭II
82,♭II,VI
83,VI,III6
84,III6,iv
85,iv,VI
86,VI,III
87,III,iv
88,iv,VI
89,VI,I
90,I,iv
91,iv,iv
92,iv,♭II
93,♭II,♭ii
94,♭ii,VI
95,VI,III6
96,III6,iv
97,iv,♭II
98,♭II,♭ii
99,♭ii,VI64
0,I,IM7
1,IM7,ii
2,ii,IV
3,IV,V
4,V,I
5,I,IM7
6,IM7,ii
7,ii,IV
8,IV,V
9,V,I
10,I,IM7
11,IM7,ii
12,ii,IV
13,IV,V
14,V,I
15,I,IM7
16,IM7,vi
17,vi,IV
18,IV,V
19,V,I
20,I,IM7
21,IM7,vi
22,vi,IV
23,IV,V
24,V,I
25,I,I
26,I,IM7
27,IM7,vi
28,vi,ii
29,ii,vi
30,vi,I
31,I,IV
32,IV,iii
33,iii,vi
34,vi,I
35,I,IV
36,IV,iii
37,iii,I
38,I,IM7
39,IM7,ii
40,ii,IV
41,IV,V
42,V,I
43,I,IM7
44,IM7,ii
45,ii,IV
46,IV,V
47,V,I
48,I,IM7
49,IM7,ii
50,ii,IV
51,IV,V
52,V,I
53,I,IM7
54,IM7,vi
55,vi,IV
56,IV,V
57,V,I
58,I,IM7
59,IM7,vi
60,vi,IV
61,IV,V
62,V,I
63,I,I
64,I,IM7
65,IM7,vi
66,vi,ii
67,ii,vi
68,vi,I
69,I,IV
70,IV,iii
71,iii,vi
72,vi,I
73,I,IV
74,IV,iii
75,iii,vi
76,vi,I
77,I,IV
78,IV,iii
79,iii,vi
80,vi,I
81,I,IV
82,IV,iii
83,iii,ii
84,ii,V
85,V,ii
86,ii,I
87,I,V
88,V,ii
89,ii,V
90,V,ii
91,ii,vi
92,vi,IV
93,IV,V
94,V,V
95,V,vi
96,vi,I
97,I,IV
98,IV,iii
99,iii,vi
100,vi,I
101,I,IV
102,IV,iii
103,iii,vi
104,vi,I
105,I,IV
106,IV,iii
107,iii,vi
108,vi,I
109,I,IV
110,IV,iii
0,I,V
1,V,I
2,I,V
3,V,I
4,I,V
5,V,I
6,I,V
7,V,vi
8,vi,V
9,V,I
10,I,IV
11,IV,vi
12,vi,V
13,V,I
14,I,IV
15,IV,vi
16,vi,V
17,V,I
18,I,V
19,V,I
20,I,V
21,V,I
22,I,V
23,V,vi
24,vi,V
25,V,I
26,I,IV
27,IV,vi
28,vi,V
29,V,I
30,I,IV
31,IV,vi
32,vi,V
33,V,I
34,I,V
35,V,I
36,I,V
37,V,♭III
38,♭III,♭VI
39,♭VI,♭VII
40,♭VII,♭VI
41,♭VI,♭III
42,♭III,♭VI
43,♭VI,♭VII
44,♭VII,I
45,I,V
46,V,I
47,I,V
48,V,I
49,I,V
50,V,I
51,I,V
52,V,vi
53,vi,V
54,V,I
55,I,IV
56,IV,vi
57,vi,V
58,V,I
59,I,IV
60,IV,vi
61,vi,V
62,V,I
63,I,V
64,V,I
65,I,V
66,V,I
67,I,V
0,III,IIIM7
1,IIIM7,♯iv
2,♯iv,VII
3,VII,III
4,III,IIIM7
5,IIIM7,♯iv
6,♯iv,VII
7,VII,III
8,III,IIIM7
9,IIIM7,♯iv
10,♯iv,VII
11,VII,III
12,III,IIIM7
13,IIIM7,♯iv
14,♯iv,VII
15,VII,♯i
16,♯i,♯v
17,♯v,VI
18,VI,VII
19,VII,♯i
20,♯i,♯v
21,♯v,VI
22,VI,VII
23,VII,III
24,III,IIIM7
25,IIIM7,♯iv
26,♯iv,VII
27,VII,III
28,III,IIIM7
29,IIIM7,♯iv
30,♯iv,VII
31,VII,♯i
32,♯i,♯v
33,♯v,VI
34,VI,VII
35,VII,♯i
36,♯i,♯v
37,♯v,VI
38,VI,VII
39,VII,VI
40,VI,III
41,III,VII
42,VII,VI
43,VI,III
44,III,VII
45,VII,VI
46,VI,III
47,III,VII
48,VII,VI
49,VI,♯v
50,♯v,VI
51,VI,♯v
52,♯v,VI
53,VI,♯v
54,♯v,♯i
55,♯i,♯v
56,♯v,VI
57,VI,VII
58,VII,♯i
59,♯i,♯v
60,♯v,VI
61,VI,VII
62,VII,VI
63,VI,III
64,III,VII
65,VII,VI
66,VI,III
67,III,VII
68,VII,VI
69,VI,III
70,III,VII
71,VII,VI
72,VI,♯v
73,♯v,VI
74,VI,III
75,III,VII
76,VII,VI
77,VI,♯v
78,♯v,VI
79,VI,♯v
80,♯v,VI
81,VI,♯v
82,♯v,VI
